file	seqproject	lanedir	library	sid	lane	read
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/039_014_2_1_S99_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell_	039_014_2_1	S99		interleaved
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/097_018_5_1_S415_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell_	097_018_5_1	S415		interleaved
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_360/BLANK7_S360_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_360_	BLANK7	S360		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_360/BLANK7_S360_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_360_	BLANK7	S360		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_54/639_173_1_1_S54_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_54_	639_173_1_1	S54		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_54/639_173_1_1_S54_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_54_	639_173_1_1	S54		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_347/722_205_3_3_S347_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_347_	722_205_3_3	S347		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_347/722_205_3_3_S347_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_347_	722_205_3_3	S347		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_296/162_033_5_4_S296_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_296_	162_033_5_4	S296		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_296/162_033_5_4_S296_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_296_	162_033_5_4	S296		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_76/319_068_1_2_S76_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_76_	319_068_1_2	S76		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_76/319_068_1_2_S76_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_76_	319_068_1_2	S76		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_451/728_207_1_3_S451_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_451_	728_207_1_3	S451		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_451/728_207_1_3_S451_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_451_	728_207_1_3	S451		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_301/259_053_1_1_S301_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_301_	259_053_1_1	S301		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_301/259_053_1_1_S301_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_301_	259_053_1_1	S301		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_155/720_205_1_1_S155_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_155_	720_205_1_1	S155		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_155/720_205_1_1_S155_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_155_	720_205_1_1	S155		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_337/274_056_5_2_S337_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_337_	274_056_5_2	S337		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_337/274_056_5_2_S337_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_337_	274_056_5_2	S337		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_264/775_228_1_2_S264_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_264_	775_228_1_2	S264		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_264/775_228_1_2_S264_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_264_	775_228_1_2	S264		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_61/215_044_1_2_S61_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_61_	215_044_1_2	S61		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_61/215_044_1_2_S61_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_61_	215_044_1_2	S61		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_89/529_126_1_4_S89_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_89_	529_126_1_4	S89		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_89/529_126_1_4_S89_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_89_	529_126_1_4	S89		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_187/556_162_1_1_S187_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_187_	556_162_1_1	S187		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_187/556_162_1_1_S187_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_187_	556_162_1_1	S187		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_22/340_073_1_2_S22_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_22_	340_073_1_2	S22		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_22/340_073_1_2_S22_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_22_	340_073_1_2	S22		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_346/717_204_1_4_S346_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_346_	717_204_1_4	S346		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_346/717_204_1_4_S346_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_346_	717_204_1_4	S346		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_289/015_012_2_1_S289_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_289_	015_012_2_1	S289		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_289/015_012_2_1_S289_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_289_	015_012_2_1	S289		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_408/354_076_5_4_S408_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_408_	354_076_5_4	S408		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_408/354_076_5_4_S408_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_408_	354_076_5_4	S408		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_472/781_229_5_2_S472_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_472_	781_229_5_2	S472		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_472/781_229_5_2_S472_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_472_	781_229_5_2	S472		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_260/731_207_5_4_S260_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_260_	731_207_5_4	S260		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_260/731_207_5_4_S260_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_260_	731_207_5_4	S260		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_172/320_068_3_2_S172_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_172_	320_068_3_2	S172		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_172/320_068_3_2_S172_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_172_	320_068_3_2	S172		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_132/520_124_1_2_S132_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_132_	520_124_1_2	S132		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_132/520_124_1_2_S132_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_132_	520_124_1_2	S132		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_221/060_015_5_1_S221_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_221_	060_015_5_1	S221		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_221/060_015_5_1_S221_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_221_	060_015_5_1	S221		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_167/BLANK2_S167_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_167_	BLANK2	S167		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_167/BLANK2_S167_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_167_	BLANK2	S167		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_154/715_203_5_2_S154_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_154_	715_203_5_2	S154		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_154/715_203_5_2_S154_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_154_	715_203_5_2	S154		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_355/727_206_5_4_S355_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_355_	727_206_5_4	S355		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_355/727_206_5_4_S355_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_355_	727_206_5_4	S355		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_67/724_206_1_1_S67_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_67_	724_206_1_1	S67		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_67/724_206_1_1_S67_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_67_	724_206_1_1	S67		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_166/740_210_1_3_S166_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_166_	740_210_1_3	S166		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_166/740_210_1_3_S166_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_166_	740_210_1_3	S166		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_82/360_078_1_3_S82_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_82_	360_078_1_3	S82		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_82/360_078_1_3_S82_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_82_	360_078_1_3	S82		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_390/125_025_3_1_S390_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_390_	125_025_3_1	S390		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_390/125_025_3_1_S390_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_390_	125_025_3_1	S390		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_142/594_169_3_1_S142_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_142_	594_169_3_1	S142		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_142/594_169_3_1_S142_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_142_	594_169_3_1	S142		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_477/569_166_1_4_S477_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_477_	569_166_1_4	S477		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_477/569_166_1_4_S477_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_477_	569_166_1_4	S477		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_101/117_022_3_3_S101_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_101_	117_022_3_3	S101		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_101/117_022_3_3_S101_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_101_	117_022_3_3	S101		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_281/531_126_5_3_S281_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_281_	531_126_5_3	S281		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_281/531_126_5_3_S281_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_281_	531_126_5_3	S281		read1
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_263/769_227_1_1_S263_R2_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_263_	769_227_1_1	S263		read2
/g/data/xe2/datasets/2019_ahrens-rymer-marri/2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell/190920_NB501086_0320_AJ_Corymbia1/Corymbia_263/769_227_1_1_S263_R1_001.fastq.gz	2019_ahrens-rymer-marri	2019-09-24_ahrens-rymer-marri-nextseq-test-flowcell190920_NB501086_0320_AJ_Corymbia1Corymbia_263_	769_227_1_1	S263		read1
