sample	project	species	library	run	read2_uri	read1_uri	interleaved_uri
MON0110	dieback	E. viminalis	MON0110_S115	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0110_S115_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0110_S115_R1_001.fastq.gz	
MON0111	dieback	E. viminalis	MON0111_S116	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0111_S116_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0111_S116_R1_001.fastq.gz	
MON0112	dieback	E. viminalis	MON0112_S117	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0112_S117_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0112_S117_R1_001.fastq.gz	
MON0113	dieback	E. viminalis	MON0113_S118	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0113_S118_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0113_S118_R1_001.fastq.gz	
MON0114	dieback	E. dives	MON0114_S119	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0114_S119_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0114_S119_R1_001.fastq.gz	
MON0115	dieback	E. dives	MON0115_S120	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0115_S120_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0115_S120_R1_001.fastq.gz	
MON0116	dieback	E. dives	MON0116_S121	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0116_S121_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0116_S121_R1_001.fastq.gz	
MON0116_1	dieback		MON0116_1_S122	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0116_1_S122_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0116_1_S122_R1_001.fastq.gz	
MON0117	dieback	E. rubida	MON0117_S123	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0117_S123_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0117_S123_R1_001.fastq.gz	
MON0118	dieback	E. rubida	MON0118_S124	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0118_S124_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0118_S124_R1_001.fastq.gz	
MON0119	dieback	E. viminalis	MON0119_S125	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0119_S125_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0119_S125_R1_001.fastq.gz	
MON0120	dieback	E. viminalis	MON0120_S126	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0120_S126_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0120_S126_R1_001.fastq.gz	
MON0121	dieback	E. dives	MON0121_S127	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0121_S127_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0121_S127_R1_001.fastq.gz	
MON0122	dieback	E. pauciflora	MON0122_S128	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0122_S128_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0122_S128_R1_001.fastq.gz	
MON0123	dieback	E. canobolensis	MON0123_S129	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0123_S129_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0123_S129_R1_001.fastq.gz	
MON0124	dieback	E. dalrympleana	MON0124_S130	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0124_S130_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0124_S130_R1_001.fastq.gz	
MON0125	dieback	E. canobolensis	MON0125_S131	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0125_S131_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0125_S131_R1_001.fastq.gz	
MON0126	dieback	E. dalrympleana	MON0126_S132	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0126_S132_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0126_S132_R1_001.fastq.gz	
MON0127	dieback	E. canobolensis	MON0127_S133	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0127_S133_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0127_S133_R1_001.fastq.gz	
MON0128	dieback	E. pauciflora	MON0128_S134	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0128_S134_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0128_S134_R1_001.fastq.gz	
MON0129	dieback	E. dalrympleana	MON0129_S135	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0129_S135_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0129_S135_R1_001.fastq.gz	
MON0130	dieback	E. canobolensis	MON0130_S136	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0130_S136_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0130_S136_R1_001.fastq.gz	
MON0131	dieback	E. pauciflora	MON0131_S137	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0131_S137_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0131_S137_R1_001.fastq.gz	
MON0132	dieback	E. dives	MON0132_S138	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0132_S138_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0132_S138_R1_001.fastq.gz	
MON0133	dieback	E. viminalis	MON0133_S139	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0133_S139_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0133_S139_R1_001.fastq.gz	
MON0134	dieback	E. viminalis	MON0134_S140	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0134_S140_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0134_S140_R1_001.fastq.gz	
MON0135	dieback	E. pauciflora	MON0135_S141	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0135_S141_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0135_S141_R1_001.fastq.gz	
MON0136	dieback	E. viminalis	MON0136_S142	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0136_S142_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0136_S142_R1_001.fastq.gz	
MON0137	dieback	E. pauciflora	MON0137_S143	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0137_S143_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0137_S143_R1_001.fastq.gz	
MON0138	dieback	E. dives	MON0138_S144	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0138_S144_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0138_S144_R1_001.fastq.gz	
MON0139	dieback	E. pauciflora	MON0139_S145	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0139_S145_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0139_S145_R1_001.fastq.gz	
MON0140	dieback	E. viminalis	MON0140_S146	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0140_S146_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0140_S146_R1_001.fastq.gz	
MON0141	dieback	E. viminalis	MON0141_S147	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0141_S147_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0141_S147_R1_001.fastq.gz	
MON0142	dieback	E. pauciflora	MON0142_S148	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0142_S148_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0142_S148_R1_001.fastq.gz	
MON0143	dieback	E. pauciflora	MON0143_S149	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0143_S149_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0143_S149_R1_001.fastq.gz	
MON0144	dieback	E. viminalis	MON0144_S150	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0144_S150_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0144_S150_R1_001.fastq.gz	
MON0145	dieback	E. pauciflora	MON0145_S151	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0145_S151_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0145_S151_R1_001.fastq.gz	
MON0146	dieback	E. rubida	MON0146_S152	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0146_S152_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0146_S152_R1_001.fastq.gz	
MON0147	dieback	E. stellulata	MON0147_S153	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0147_S153_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0147_S153_R1_001.fastq.gz	
MON0148	dieback	E. pauciflora	MON0148_S154	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0148_S154_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0148_S154_R1_001.fastq.gz	
MON0149	dieback	E. rubida	MON0149_S155	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0149_S155_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0149_S155_R1_001.fastq.gz	
MON0150	dieback	E. stellulata	MON0150_S156	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0150_S156_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0150_S156_R1_001.fastq.gz	
MON0150_1	dieback		MON0150_1_S157	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0150_1_S157_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0150_1_S157_R1_001.fastq.gz	
MON0151	dieback	E. dives	MON0151_S158	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0151_S158_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0151_S158_R1_001.fastq.gz	
MON0152	dieback	E. rubida	MON0152_S159	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0152_S159_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0152_S159_R1_001.fastq.gz	
MON0153	dieback	E. dives	MON0153_S160	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0153_S160_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0153_S160_R1_001.fastq.gz	
MON0154	dieback	E. rubida	MON0154_S161	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0154_S161_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0154_S161_R1_001.fastq.gz	
MON0155	dieback	E. pauciflora	MON0155_S162	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0155_S162_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0155_S162_R1_001.fastq.gz	
MON0156	dieback	E. viminalis	MON0156_S163	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0156_S163_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0156_S163_R1_001.fastq.gz	
MON0157	dieback	E. pauciflora	MON0157_S164	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0157_S164_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0157_S164_R1_001.fastq.gz	
MON0158	dieback	E. pauciflora	MON0158_S165	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0158_S165_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0158_S165_R1_001.fastq.gz	
MON0159	dieback	E. viminalis	MON0159_S166	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0159_S166_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0159_S166_R1_001.fastq.gz	
MON0160	dieback	E. pauciflora	MON0160_S167	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0160_S167_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0160_S167_R1_001.fastq.gz	
MON0161	dieback	E. pauciflora	MON0161_S168	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0161_S168_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0161_S168_R1_001.fastq.gz	
MON0162	dieback	E. pauciflora	MON0162_S169	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0162_S169_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0162_S169_R1_001.fastq.gz	
MON0163	dieback	E. viminalis	MON0163_S170	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0163_S170_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0163_S170_R1_001.fastq.gz	
MON0164	dieback	E. stellulata	MON0164_S171	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0164_S171_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0164_S171_R1_001.fastq.gz	
MON0165	dieback	E. rubida	MON0165_S172	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0165_S172_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0165_S172_R1_001.fastq.gz	
MON0166	dieback	E. dives	MON0166_S173	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0166_S173_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0166_S173_R1_001.fastq.gz	
MON0167	dieback	E. pauciflora	MON0167_S174	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0167_S174_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0167_S174_R1_001.fastq.gz	
MON0168	dieback	E. pauciflora	MON0168_S175	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0168_S175_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0168_S175_R1_001.fastq.gz	
MON0169	dieback	E. rubida	MON0169_S176	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0169_S176_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0169_S176_R1_001.fastq.gz	
MON0170	dieback	E. viminalis	MON0170_S177	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0170_S177_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0170_S177_R1_001.fastq.gz	
MON0171	dieback	E. dives	MON0171_S178	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0171_S178_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0171_S178_R1_001.fastq.gz	
MON0172	dieback	E. pauciflora	MON0172_S179	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0172_S179_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0172_S179_R1_001.fastq.gz	
MON0173	dieback	E. pauciflora	MON0173_S180	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0173_S180_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0173_S180_R1_001.fastq.gz	
MON0174	dieback	E. pauciflora	MON0174_S181	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0174_S181_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0174_S181_R1_001.fastq.gz	
MON0175	dieback	E. viminalis	MON0175_S182	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0175_S182_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0175_S182_R1_001.fastq.gz	
MON0176	dieback	E. bridgesiana	MON0176_S183	A00548_0508_CTan_RSB_MN02	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0176_S183_R2_001.fastq.gz	rawdata/reads/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN02/MON0176_S183_R1_001.fastq.gz	
