"","species_group","sample","species.x","NoOut","Section_Vlook","Section_edit","Subsp.","samp_prefix","Maid_rl2s","tag","date","parsed_date","latitude","longitude","jit_latitude","jit_longitude","elevation.x","datum","location","region","collectors","samplename","population","seed","notes","group","nearest_neighbor_distance","elevation.y","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9","species.y","spp_loc","spp_reg","Putative","spp.cross","putative.spp_loc","dsuite_loc_putative","dsuite_loc","dsuite_reg","dsuite_tree","dsuite_loc_num","RM_nonlarge_samp"
"68","Eucalyptus dalrympleana_109","DDA122d","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA122d","novaseq_DDA122d","3/11/2019 0:00","3/11/2019 11:00",-33.35955556,148.9733056,-33.33896401,149.006057,NA,"","c. 350m west from Mt Towac track, Mt Canobolas.","CT","D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl","NE 109670",NA,NA,"",109,0.659400097,1126,11.3166666,17.64999962,4.950000286,1002,108,57,19.06557846,304,194,252,288,9.899999619,41.77215195,513.947876,24.29999924,0.600000024,23.69999886,5.766666889,15.23333359,"dalrympleana","dalrym_CAN2","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN2","dalrym_CAN2","dalrym_CAN2","dalrym_ORA","dalrym_ORA_53","dal_CAN2_53","dalrym_CAN2"
"69","Eucalyptus dalrympleana_11","JJB3614","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","JJB3614","novaseq_JJB3614","28/12/2019 0:00","28/12/2019 11:00",-35.83525,149.0096944,-35.83525,149.0096944,1307,"WGS84","Namadgi National Park, junction of Boboyan Rd and road to Shanahans Mountain Walking Track.","ST","J.J. Bruhl I.L. Crawford, J.G. Brickhill","NE 110463",NA,NA,"Off crest. Yellow brown clay loam on metasediments. Eucalyptus dalrympleana, E. radiata, E. pauciflora layered woodland with Podolobium alpestre, Daviesia ulicifolia, Persoonia chamaepeuce, Hibbertia obtusifolia, Poa sieberiana, Lomandra longifolia. Single-stemmed tree 22 m tall; DBH 76 cm.",11,0.322274622,1186,8.787500381,14.86666679,2.549999952,806,82,56,12.11060143,226,174,202,182,11.65833282,46.08036804,499.4684448,22.29999924,-3,25.29999924,8.166666985,3.666666746,"dalrympleana","dalrym_NAM","dalrym_ACT","dalrympleana","dalrympleana","dalrym_NAM","dalrym_NAM","dalrym_NAM","dalrym_ACT","dalrym_ACT_206","dal_NAM_206","dalrym_NAM"
"70","Eucalyptus dalrympleana_111","DDA124h","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA124h","novaseq_DDA124h","3/11/2019 0:00","3/11/2019 11:00",-33.34947222,148.9779722,-33.33814674,148.9769773,NA,"","Federal falls day use area, Mt Canobolas.","CT","D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew","NE 109672",NA,NA,"",111,0.148952164,1061,10.78333282,17.10000038,4.433333397,1049,113,60,19.11162949,322,202,257,305,9.399999619,40.51723862,513.3948364,23.60000038,0.400000006,23.20000076,5.183333397,14.75,"dalrympleana","dalrym_CAN3","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN3","dalrym_CAN3","dalrym_CAN3","dalrym_ORA","dalrym_ORA_66","dal_CAN3_66","dalrym_CAN3"
"71","Eucalyptus dalrympleana_112","DDA124e","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA124e","novaseq_DDA124e","3/11/2019 0:00","3/11/2019 11:00",-33.34947222,148.9779722,-33.33814121,148.9769781,NA,"","Federal falls day use area, Mt Canobolas.","CT","D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew","NE 109672",NA,NA,"",112,0.19549973,1116,10.78333282,17.10000038,4.433333397,1049,113,60,19.11162949,322,202,257,305,9.399999619,40.51723862,513.3948364,23.60000038,0.400000006,23.20000076,5.183333397,14.75,"dalrympleana","dalrym_CAN3","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN3","dalrym_CAN3","dalrym_CAN3","dalrym_ORA","dalrym_ORA_65","dal_CAN3_65","dalrym_CAN3"
"72","Eucalyptus dalrympleana_115","DDA124d","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA124d","novaseq_DDA124d","3/11/2019 0:00","3/11/2019 11:00",-33.34947222,148.9779722,-33.33813837,148.9769679,NA,"","Federal falls day use area, Mt Canobolas.","CT","D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew","NE 109672",NA,NA,"",115,0.404442217,1116,10.78333282,17.10000038,4.433333397,1049,113,60,19.11162949,322,202,257,305,9.399999619,40.51723862,513.3948364,23.60000038,0.400000006,23.20000076,5.183333397,14.75,"dalrympleana","dalrym_CAN3","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN3","dalrym_CAN3","dalrym_CAN3","dalrym_ORA","dalrym_ORA_64","dal_CAN3_64","dalrym_CAN3"
"73","Eucalyptus dalrympleana_118","DDA124c","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA124c","novaseq_DDA124c","3/11/2019 0:00","3/11/2019 11:00",-33.34947222,148.9779722,-33.33813131,148.9769694,NA,"","Federal falls day use area, Mt Canobolas.","CT","D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew","NE 109672",NA,NA,"",118,0.795382302,1186,10.78333282,17.10000038,4.433333397,1049,113,60,19.11162949,322,202,257,305,9.399999619,40.51723862,513.3948364,23.60000038,0.400000006,23.20000076,5.183333397,14.75,"dalrympleana","dalrym_CAN3","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN3","dalrym_CAN3","dalrym_CAN3","dalrym_ORA","dalrym_ORA_63","dal_CAN3_63","dalrym_CAN3"
"74","Eucalyptus dalrympleana_125","DDA148","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA148","novaseq_DDA148","5/11/2019 0:00","5/11/2019 11:00",-33.32847222,149.0833361,-33.32847222,149.0833361,NA,"","Gosling creek reserve, Orange.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109696",NA,NA,"",125,0.922127669,727,12.22500038,18.76666641,5.716666698,940,101,55,18.85273361,282,184,243,267,11.28333378,44.24836731,527.2764282,26.10000038,0.600000024,25.5,6.599999905,12.76666641,"dalrympleana","dalrym_GOS","dalrym_ORA","viminalis","viminalis","vimina_GOS","vimina_GOS","dalrym_GOS","dalrym_ORA","dalrym_ORA_163","dal_GOS_163","dalrym_GOS"
"75","Eucalyptus dalrympleana_133","JJB3614b","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","JJB3614b","novaseq_JJB3614b","28/12/2019 0:00","28/12/2019 11:00",-35.83525,149.0096944,-33.28494973,149.0145,1307,"WGS84","Namadgi National Park, junction of Boboyan Rd and road to Shanahans Mountain Walking Track.","ST","J.J. Bruhl I.L. Crawford, J.G. Brickhill","NE 110463",NA,NA,"Off crest. Yellow brown clay loam on metasediments. Eucalyptus dalrympleana, E. radiata, E. pauciflora layered woodland with Podolobium alpestre, Daviesia ulicifolia, Persoonia chamaepeuce, Hibbertia obtusifolia, Poa sieberiana, Lomandra longifolia. Single-stemmed tree 22 m tall; DBH 76 cm.",133,0.083836491,1186,12.60000038,19.04999924,6.150000095,912,94,54,16.97820854,268,182,235,254,11.01666641,43.89110184,521.1699829,26.20000076,1.100000024,25.10000038,6.983333588,13.21666622,"dalrympleana","dalrym_NAM","dalrym_ACT","dalrympleana","dalrympleana","dalrym_NAM","dalrym_NAM","dalrym_NAM","dalrym_ACT","dalrym_ACT_208","dal_NAM_208","dalrym_NAM"
"76","Eucalyptus dalrympleana_136","JJB3614a","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","JJB3614a","novaseq_JJB3614a","28/12/2019 0:00","28/12/2019 11:00",-35.83525,149.0096944,-33.28494669,149.0144898,1307,"WGS84","Namadgi National Park, junction of Boboyan Rd and road to Shanahans Mountain Walking Track.","ST","J.J. Bruhl I.L. Crawford, J.G. Brickhill","NE 110463",NA,NA,"Off crest. Yellow brown clay loam on metasediments. Eucalyptus dalrympleana, E. radiata, E. pauciflora layered woodland with Podolobium alpestre, Daviesia ulicifolia, Persoonia chamaepeuce, Hibbertia obtusifolia, Poa sieberiana, Lomandra longifolia. Single-stemmed tree 22 m tall; DBH 76 cm.",136,0.332858984,1186,12.60000038,19.04999924,6.150000095,912,94,54,16.97820854,268,182,235,254,11.01666641,43.89110184,521.1699829,26.20000076,1.100000024,25.10000038,6.983333588,13.21666622,"dalrympleana","dalrym_NAM","dalrym_ACT","dalrympleana","dalrympleana","dalrym_NAM","dalrym_NAM","dalrym_NAM","dalrym_ACT","dalrym_ACT_207","dal_NAM_207","dalrym_NAM"
"77","Eucalyptus dalrympleana_138","JJB3614c","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","JJB3614c","novaseq_JJB3614c","28/12/2019 0:00","28/12/2019 11:00",-35.83525,149.0096944,-33.28494518,148.989922,1307,"WGS84","Namadgi National Park, junction of Boboyan Rd and road to Shanahans Mountain Walking Track.","ST","J.J. Bruhl I.L. Crawford, J.G. Brickhill","NE 110463",NA,NA,"Off crest. Yellow brown clay loam on metasediments. Eucalyptus dalrympleana, E. radiata, E. pauciflora layered woodland with Podolobium alpestre, Daviesia ulicifolia, Persoonia chamaepeuce, Hibbertia obtusifolia, Poa sieberiana, Lomandra longifolia. Single-stemmed tree 22 m tall; DBH 76 cm.",138,455.714242,1186,12.52083302,18.98333359,6.066666603,924,97,54,17.4163475,274,184,236,259,10.79166698,43.51478577,521.6645508,26,1.200000048,24.79999924,6.883333206,13.15000057,"dalrympleana","dalrym_NAM","dalrym_ACT","dalrympleana","dalrympleana","dalrym_NAM","dalrym_NAM","dalrym_NAM","dalrym_ACT","dalrym_ACT_209","dal_NAM_209","dalrym_NAM"
"78","Eucalyptus dalrympleana_148","JJB3614d","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","JJB3614d","novaseq_JJB3614d","28/12/2019 0:00","28/12/2019 11:00",-35.83525,149.0096944,-33.28042135,148.9901724,1307,"WGS84","Namadgi National Park, junction of Boboyan Rd and road to Shanahans Mountain Walking Track.","ST","J.J. Bruhl I.L. Crawford, J.G. Brickhill","NE 110463",NA,NA,"Off crest. Yellow brown clay loam on metasediments. Eucalyptus dalrympleana, E. radiata, E. pauciflora layered woodland with Podolobium alpestre, Daviesia ulicifolia, Persoonia chamaepeuce, Hibbertia obtusifolia, Poa sieberiana, Lomandra longifolia. Single-stemmed tree 22 m tall; DBH 76 cm.",148,23.35432623,1116,12.67500019,19.14999962,6.199999809,908,94,53,17.23546791,267,181,233,252,10.94999981,43.62549973,523.8255005,26.29999924,1.200000048,25.09999847,7.016666412,13.3166666,"dalrympleana","dalrym_NAM","dalrym_ACT","dalrympleana","dalrympleana","dalrym_NAM","dalrym_NAM","dalrym_NAM","dalrym_ACT","dalrym_ACT_210","dal_NAM_210","dalrym_NAM"
"79","Eucalyptus dalrympleana_156","DDA128a","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA128a","novaseq_DDA128a","4/11/2019 0:00","4/11/2019 11:00",-33.34208333,149.0169167,-33.2578862,149.0147721,NA,"","Day use area, corner of Mt Canobolas road and Lake Canobolas road.","CT","D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd","NE 109676",NA,NA,"",156,0.147847914,858,12.98750019,19.53333282,6.466666698,873,88,52,16.44615746,252,175,228,237,11.42500019,44.62890625,527.9468384,26.89999962,1.299999952,25.60000038,7.300000191,13.60000038,"dalrympleana","dalrym_CAN4","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN4","dalrym_CAN4","dalrym_CAN4","dalrym_ORA","dalrym_ORA_82","dal_CAN4_82","dalrym_CAN4"
"80","Eucalyptus dalrympleana_158","DDA128b","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA128b","novaseq_DDA128b","4/11/2019 0:00","4/11/2019 11:00",-33.34208333,149.0169167,-33.25788136,149.0147822,NA,"","Day use area, corner of Mt Canobolas road and Lake Canobolas road.","CT","D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd","NE 109676",NA,NA,"",158,0.75355,837,12.98750019,19.53333282,6.466666698,873,88,52,16.44615746,252,175,228,237,11.42500019,44.62890625,527.9468384,26.89999962,1.299999952,25.60000038,7.300000191,13.60000038,"dalrympleana","dalrym_CAN4","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN4","dalrym_CAN4","dalrym_CAN4","dalrym_ORA","dalrym_ORA_83","dal_CAN4_83","dalrym_CAN4"
"81","Eucalyptus dalrympleana_167","DDA130a","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA130a","novaseq_DDA130a","4/11/2019 0:00","4/11/2019 11:00",-33.33911111,149.0061944,-33.20728302,149.1305368,NA,"","Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109678",NA,NA,"",167,1.020708361,1037,12.85833359,19.38333321,6.333333492,871,90,53,17.21417809,252,175,231,234,10.98333359,43.58465576,527.3511353,26.60000038,1.399999976,25.20000076,7.216666698,13.39999962,"dalrympleana","dalrym_CAN5","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN5","dalrym_CAN5","dalrym_CAN5","dalrym_ORA","dalrym_ORA_91","dal_CAN5_91","dalrym_CAN5"
"82","Eucalyptus dalrympleana_169","DDA130c","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA130c","novaseq_DDA130c","4/11/2019 0:00","4/11/2019 11:00",-33.33911111,149.0061944,-33.20727454,149.1305247,NA,"","Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109678",NA,NA,"",169,0.461153775,1022,12.85833359,19.38333321,6.333333492,871,90,53,17.21417809,252,175,231,234,10.98333359,43.58465576,527.3511353,26.60000038,1.399999976,25.20000076,7.216666698,13.39999962,"dalrympleana","dalrym_CAN5","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN5","dalrym_CAN5","dalrym_CAN5","dalrym_ORA","dalrym_ORA_92","dal_CAN5_92","dalrym_CAN5"
"83","Eucalyptus dalrympleana_170","DDA146b","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA146b","novaseq_DDA146b","5/11/2019 0:00","5/11/2019 11:00",-33.38272222,149.04375,-32.75272734,150.0737583,NA,"","Kearl road, near to Flyers creek.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109694",NA,NA,"",170,0.963019913,862,14.16250038,20.31666756,7.783333302,742,92,41,21.11197472,231,147,231,148,11.42500019,45.51792526,504.8677979,27.20000076,2.099999905,25.10000038,20.31666756,11.14999962,"dalrympleana","dalrym_SPR","dalrym_ORA","dalrympleana","dalrympleana","dalrym_SPR","dalrym_SPR","dalrym_SPR","dalrym_ORA","dalrym_ORA_153","dal_SPR_153","dalrym_SPR"
"84","Eucalyptus dalrympleana_172","DDA146a","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA146a","novaseq_DDA146a","5/11/2019 0:00","5/11/2019 11:00",-33.38272222,149.04375,-32.7527181,150.0737408,NA,"","Kearl road, near to Flyers creek.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109694",NA,NA,"",172,0.227358702,862,14.16250038,20.31666756,7.783333302,742,92,41,21.11197472,231,147,231,148,11.42500019,45.51792526,504.8677979,27.20000076,2.099999905,25.10000038,20.31666756,11.14999962,"dalrympleana","dalrym_SPR","dalrym_ORA","dalrympleana","dalrympleana","dalrym_SPR","dalrym_SPR","dalrym_SPR","dalrym_ORA","dalrym_ORA_152","dal_SPR_152","dalrym_SPR"
"85","Eucalyptus dalrympleana_173","DDA146c","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA146c","novaseq_DDA146c","5/11/2019 0:00","5/11/2019 11:00",-33.38272222,149.04375,-32.7527178,150.0737432,NA,"","Kearl road, near to Flyers creek.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109694",NA,NA,"",173,0.227358702,848,14.16250038,20.31666756,7.783333302,742,92,41,21.11197472,231,147,231,148,11.42500019,45.51792526,504.8677979,27.20000076,2.099999905,25.10000038,20.31666756,11.14999962,"dalrympleana","dalrym_SPR","dalrym_ORA","dalrympleana","dalrympleana","dalrym_SPR","dalrym_SPR","dalrym_SPR","dalrym_ORA","dalrym_ORA_154","dal_SPR_154","dalrym_SPR"
"86","Eucalyptus dalrympleana_174","DDA146d","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA146d","novaseq_DDA146d","5/11/2019 0:00","5/11/2019 11:00",-33.38272222,149.04375,-32.75271559,148.959966,NA,"","Kearl road, near to Flyers creek.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109694",NA,NA,"",174,52873.31042,1118,16.22916603,23.21666718,9.216666222,685,80,37,17.0350399,195,141,193,152,13.25833321,46.84923553,565.140625,31,2.700000048,28.29999924,21.71666718,12.96666622,"dalrympleana","dalrym_SPR","dalrym_ORA","dalrympleana","dalrympleana","dalrym_SPR","dalrym_SPR","dalrym_SPR","dalrym_ORA","dalrym_ORA_155","dal_SPR_155","dalrym_SPR"
"87","Eucalyptus dalrympleana_181","DDA100","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA100","novaseq_DDA100","6/08/2019 0:00","6/08/2019 10:00",-30.48669444,151.7590194,-30.48669444,151.7590194,1013,"","'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.","NET","D.D. Andrew","NE 109152",NA,NA,"Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.",181,0.339582112,858,13.57499981,19.39999962,7.266666412,789,122,35,41.2220192,311,116,311,116,12.71666622,49.28940582,489.4361267,26.5,0.699999988,25.79999924,19.39999962,7.266666412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Eucalyptus dalrympleana_190","DDA98","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA98","novaseq_DDA98","26/07/2019 0:00","26/07/2019 10:00",-30.47977778,151.6346389,-30.47977778,151.6346389,1008,"WGS84","University of New England, Armidale. Paddock, c. 810m WNW of North hill water tanks.","NET","D.D. Andrew","NE 109139",NA,NA,"Bottom of gully between two moderate slopes. Grey brown silty clay on metasediment. Eucalyptus viminalis, E. pauciflora grassy woodland with Chrysocephalum apiculatum, Lissanthe strigosa, Rubus fruticosus, Poa sieberiana. Tree to c. 15.0m. Brown grey ribbony bark to c. 4.0m, grey white smooth gum bark above. DBH c. 0.95m.  Buds 3-7’s.",190,68.21851285,1116,13.4333334,19.35000038,7.050000191,776,115,40,37.66931534,297,127,295,127,12.9333334,49.5530014,496.3701477,26.5,0.400000006,26.10000038,18.21666718,7.050000191,"dalrympleana","dalrym_UNE","dalrym_NT","viminalis","viminalis","dalrym_UNE","dalrym_UNE","dalrym_UNE","dalrym_NT","dalrym_NT_194","dal_UNE_194","dalrym_UNE"
"89","Eucalyptus dalrympleana_191","DDA97","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA97","novaseq_DDA97","26/07/2019 0:00","26/07/2019 10:00",-30.47916667,151.6347222,-30.47916667,151.6347222,1002,"WGS84","University of New England, Armidale. Paddock, c. 820m WNW of North hill water tanks.","NET","D.D. Andrew","NE 109138",NA,NA,"Lower hill, gentle slope. Light brown silty clay on metasediment. Eucalyptus viminalis, E. pauciflora grassy woodland with Chrysocephalum apiculatum, Lissanthe strigosa, Poa sieberiana. Bifurcated tree to c. 12.0m. Brown grey ribbony bark to c. 0.3m, grey white smooth gum bark above. DBH c. 0.38m and 0.35m. Buds mainly 7’s. Juvenile growth tending to ovate.",191,68.21851285,1022,13.4333334,19.35000038,7.050000191,776,115,40,37.66931534,297,127,295,127,12.9333334,49.5530014,496.3701477,26.5,0.400000006,26.10000038,18.21666718,7.050000191,"dalrympleana","dalrym_UNE","dalrym_NT","viminalis","viminalis","dalrym_UNE","dalrym_UNE","dalrym_UNE","dalrym_NT","dalrym_NT_193","dal_UNE_193","dalrym_UNE"
"90","Eucalyptus dalrympleana_195","DDA42","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA42","novaseq_DDA42","6/12/2018 0:00","6/12/2018 11:00",-30.14402778,151.5859167,-30.14402778,151.5859167,1226,"WGS84","Guyra road TSR,  c. 11.7km North-West of Guyra,  Wandsworth 2365.","NET","D.D. Andrew J.J. Bruhl, R.L. Andrew, T.H.T. Phillips","NE 107962",NA,NA,"Mid gentle slope. Dark brown clay loam on metasediment. Eucalyptus blakelyi, E. caliginosa, E. dalrympleana subsp. heptantha grassy woodland with Acacia dealbata, Exocarpos cupressiformis, Callitris sp., Poa sieberiana, Themeda australis. Tree to 16m. Bifurcated; DBH 0.43m, 0.75m.",195,0.696407941,901,12.40833282,18.21666718,6.066666603,907,116,48,28.68615532,317,164,314,177,12.03333282,48.1333313,492.2759399,25.10000038,0.100000001,25,17.04999924,9.800000191,"dalrympleana","dalrym_WAN","dalrym_NT","dalrympleana","dalrympleana","dalrym_WAN","dalrym_WAN","dalrym_WAN","dalrym_NT","dalrym_NT_175","dal_WAN_175","dalrym_WAN"
"91","Eucalyptus dalrympleana_26","DDA130h","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA130h","novaseq_DDA130h","4/11/2019 0:00","4/11/2019 11:00",-33.33911111,149.0061944,-33.50472882,149.1322776,NA,"","Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109678",NA,NA,"",26,0.732264763,916,12.15416718,18.78333282,5.683333397,909,99,53,19.08553314,274,177,234,257,11.59166718,44.75547028,530.8974609,26.5,0.600000024,25.89999962,6.466666698,12.73333359,"dalrympleana","dalrym_CAN5","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN5","dalrym_CAN5","dalrym_CAN5","dalrym_ORA","dalrym_ORA_95","dal_CAN5_95","dalrym_CAN5"
"92","Eucalyptus dalrympleana_28","DDA130f","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA130f","novaseq_DDA130f","4/11/2019 0:00","4/11/2019 11:00",-33.33911111,149.0061944,-33.5047168,149.1322753,NA,"","Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109678",NA,NA,"",28,0.644471052,1219,12.15416718,18.78333282,5.683333397,909,99,53,19.08553314,274,177,234,257,11.59166718,44.75547028,530.8974609,26.5,0.600000024,25.89999962,6.466666698,12.73333359,"dalrympleana","dalrym_CAN5","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN5","dalrym_CAN5","dalrym_CAN5","dalrym_ORA","dalrym_ORA_94","dal_CAN5_94","dalrym_CAN5"
"93","Eucalyptus dalrympleana_29","DDA130d","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA130d","novaseq_DDA130d","4/11/2019 0:00","4/11/2019 11:00",-33.33911111,149.0061944,-33.5047156,149.1322881,NA,"","Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.","CT","D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl","NE 109678",NA,NA,"",29,1.196768096,1022,12.15416718,18.78333282,5.683333397,909,99,53,19.08553314,274,177,234,257,11.59166718,44.75547028,530.8974609,26.5,0.600000024,25.89999962,6.466666698,12.73333359,"dalrympleana","dalrym_CAN5","dalrym_ORA","dalrympleana","dalrympleana","dalrym_CAN5","dalrym_CAN5","dalrym_CAN5","dalrym_ORA","dalrym_ORA_93","dal_CAN5_93","dalrym_CAN5"
"94","Eucalyptus dalrympleana_43","DDA146","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA146","novaseq_DDA146","5/11/2019 0:00","5/11/2019 11:00",-33.38272222,149.04375,-33.38272222,149.04375,NA,"","Kearl road, near to Flyers creek.","CT","D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd","NE 109694",NA,NA,"",43,0.751479443,857,11.64583302,18.14999962,5.233333588,971,105,56,19.22061729,295,189,246,278,10.875,43.5,522.6743164,25.39999962,0.400000006,25,6.066666603,15.60000038,"dalrympleana","dalrym_SPR","dalrym_ORA","dalrympleana","dalrympleana","dalrym_SPR","dalrym_SPR","dalrym_SPR","dalrym_ORA","dalrym_ORA_151","dal_SPR_151","dalrym_SPR"
"95","Eucalyptus dalrympleana_53","DDA100a","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA100a","novaseq_DDA100a","6/08/2019 0:00","6/08/2019 10:00",-30.48669444,151.7590194,-33.35956018,148.9732968,1013,"","'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.","NET","D.D. Andrew","NE 109152",NA,NA,"Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.",53,0.282057338,837,10.51666641,16.79999924,4.233333111,1059,116,60,20.17443275,330,200,257,311,8.866666794,39.40740585,509.3415222,23,0.5,22.5,4.949999809,14.46666718,"dalrympleana","dalrym_KRA","dalrym_NT","dalrympleana","dalrympleana","dalrym_KRA","dalrym_KRA","dalrym_KRA","dalrym_NT","dalrym_NT_25","dal_KRA_25","dalrym_KRA"
"96","Eucalyptus dalrympleana_56","DDA100f","Eucalyptus dalrympleana","","Maidenaria","Maidenaria","","novaseq_","DDA100f","novaseq_DDA100f","6/08/2019 0:00","6/08/2019 10:00",-30.48669444,151.7590194,-33.35955982,148.9733072,1013,"","'Woodington'; end of Kanoona road, Armidale. Near southern boundary fence, c.1.4km from Rockvale road.","NET","D.D. Andrew","NE 109152",NA,NA,"Frost hollow; edge of a broad gully. Fine grey brown clay on metasediments. Eucalyptus blakelyi, E.melliodora, E.dalrympleana subsp. heptantha grassy open woodland. Tree to c. 12.0m. Grey brown ribbony bark to c. 0.2m, smooth white gum bark above. Orbicular juvenile growth.",56,0.217758193,862,10.51666641,16.79999924,4.233333111,1059,116,60,20.17443275,330,200,257,311,8.866666794,39.40740585,509.3415222,23,0.5,22.5,4.949999809,14.46666718,"dalrympleana","dalrym_KRA","dalrym_NT","dalrympleana","dalrympleana","dalrym_KRA","dalrym_KRA","dalrym_KRA","dalrym_NT","dalrym_NT_28","dal_KRA_28","dalrym_KRA"
